"","status","HighestTaxonomicResolution","Species","Ship","SurveyMethod","MiddleLatitude","MiddleLongitude","morphotype","ObsYear","Decade"
"2345","","","Thenea","58G2","NCT",72.752,20.6008333333333,"massive",2013,2010
"2346","","","Polymastia hemisphaerica","58G2","NCT",73.2808333333333,20.0051666666667,"papillate",2013,2010
"2347","","","Polymastia uberrima","58G2","NCT",73.2808333333333,20.0051666666667,"papillate",2013,2010
"2348","","","Thenea","58G2","NCT",73.2808333333333,20.0051666666667,"massive",2013,2010
"2349","","","Thenea","58G2","NCT",73.2808333333333,20.0051666666667,"massive",2013,2010
"2350","","","Polymastia hemisphaerica","58G2","NCT",73.2316666666667,18.2881666666667,"papillate",2013,2010
"2351","","","Polymastia uberrima","58G2","NCT",73.2316666666667,18.2881666666667,"papillate",2013,2010
"2352","","","Tentorium semisuberites","58G2","NCT",73.2316666666667,18.2881666666667,"papillate",2013,2010
"2353","","","Craniella","58G2","NCT",73.2316666666667,18.2881666666667,"massive",2013,2010
"2354","","","Geodia barretti","58G2","NCT",73.2316666666667,18.2881666666667,"massive",2013,2010
"2355","","","Thenea","58G2","NCT",73.2316666666667,18.2881666666667,"massive",2013,2010
"2356","","","Polymastia hemisphaerica","58G2","NCT",73.5806666666667,15.7826666666667,"papillate",2013,2010
"2357","","","Tentorium semisuberites","58G2","NCT",73.5806666666667,15.7826666666667,"papillate",2013,2010
"2358","","","Polymastia hemisphaerica","58G2","NCT",73.0456666666667,16.3563333333333,"papillate",2013,2010
"2359","","","Polymastia uberrima","58G2","NCT",73.0456666666667,16.3563333333333,"papillate",2013,2010
"2360","","","Tentorium semisuberites","58G2","NCT",73.0456666666667,16.3563333333333,"papillate",2013,2010
"2361","","","Craniella","58G2","NCT",73.0456666666667,16.3563333333333,"massive",2013,2010
"2362","","","Geodia macandrewii","58G2","NCT",73.0456666666667,16.3563333333333,"massive",2013,2010
"2363","","","Thenea","58G2","NCT",73.0456666666667,16.3563333333333,"massive",2013,2010
"2364","","","Polymastia hemisphaerica","58G2","NCT",72.5093333333333,16.8721666666667,"papillate",2013,2010
"2365","","","Polymastia uberrima","58G2","NCT",72.5093333333333,16.8721666666667,"papillate",2013,2010
"2366","","","Tentorium semisuberites","58G2","NCT",72.5093333333333,16.8721666666667,"papillate",2013,2010
"2367","","","Geodia macandrewii","58G2","NCT",72.5093333333333,16.8721666666667,"massive",2013,2010
"2368","","","Thenea","58G2","NCT",72.5093333333333,16.8721666666667,"massive",2013,2010
"2369","","","Polymastia hemisphaerica","58G2","NCT",72.6143333333333,18.7731666666667,"papillate",2013,2010
"2370","","","Tentorium semisuberites","58G2","NCT",72.6143333333333,18.7731666666667,"papillate",2013,2010
"2371","","","Geodia barretti","58G2","NCT",72.6143333333333,18.7731666666667,"massive",2013,2010
"2372","","","Polymastia uberrima","58G2","NCT",72.0463333333333,19.043,"papillate",2013,2010
"2373","","","Tentorium semisuberites","58G2","NCT",72.0463333333333,19.043,"papillate",2013,2010
"2374","","","Geodia barretti","58G2","NCT",72.0463333333333,19.043,"massive",2013,2010
"2375","","","Geodia macandrewii","58G2","NCT",72.0463333333333,19.043,"massive",2013,2010
"2376","","","Stryphnus ponderosus","58G2","NCT",72.0463333333333,19.043,"massive",2013,2010
"2377","","","Thenea","58G2","NCT",72.0463333333333,19.043,"massive",2013,2010
"2378","","","Polymastia hemisphaerica","58G2","NCT",71.907,17.3065,"papillate",2013,2010
"2379","","","Tentorium semisuberites","58G2","NCT",71.907,17.3065,"papillate",2013,2010
"2380","","","Craniella","58G2","NCT",71.907,17.3065,"massive",2013,2010
"2381","","","Geodia barretti","58G2","NCT",71.907,17.3065,"massive",2013,2010
"2382","","","Geodia macandrewii","58G2","NCT",71.907,17.3065,"massive",2013,2010
"2383","","","Thenea","58G2","NCT",71.907,17.3065,"massive",2013,2010
"2384","","","Geodia","58G2","NCT",71.365,17.8235,"massive",2013,2010
"2385","","","Geodia barretti","58G2","NCT",71.365,17.8235,"massive",2013,2010
"2386","","","Geodia macandrewii","58G2","NCT",71.365,17.8235,"massive",2013,2010
"2387","","","Stryphnus ponderosus","58G2","NCT",71.365,17.8235,"massive",2013,2010
"2388","","","Tentorium semisuberites","58G2","NCT",71.4435,19.5143333333333,"papillate",2013,2010
"2389","","","Geodia","58G2","NCT",71.4435,19.5143333333333,"massive",2013,2010
"2390","","","Geodia barretti","58G2","NCT",71.4435,19.5143333333333,"massive",2013,2010
"2391","","","Geodia macandrewii","58G2","NCT",71.4435,19.5143333333333,"massive",2013,2010
"2392","","","Stryphnus ponderosus","58G2","NCT",71.4435,19.5143333333333,"massive",2013,2010
"2393","","","Thenea","58G2","NCT",71.4435,19.5143333333333,"massive",2013,2010
"2394","","","Geodia barretti","58G2","NCT",70.909,19.7908333333333,"massive",2013,2010
"2395","","","Stryphnus ponderosus","58G2","NCT",70.909,19.7908333333333,"massive",2013,2010
"2396","","","Thenea","58G2","NCT",70.909,19.7908333333333,"massive",2013,2010
"2397","","","Geodia barretti","58G2","NCT",70.7996666666667,18.1596666666667,"massive",2013,2010
"2398","","","Geodia macandrewii","58G2","NCT",70.7996666666667,18.1596666666667,"massive",2013,2010
"2399","","","Stryphnus ponderosus","58G2","NCT",70.7996666666667,18.1596666666667,"massive",2013,2010
"2400","","","Thenea","58G2","NCT",70.7996666666667,18.1596666666667,"massive",2013,2010
"2401","","","Geodia barretti","58G2","NCT",70.2388333333333,18.4595,"massive",2013,2010
"2402","","","Geodia macandrewii","58G2","NCT",70.2388333333333,18.4595,"massive",2013,2010
"2403","","","Stryphnus ponderosus","58G2","NCT",70.2388333333333,18.4595,"massive",2013,2010
"2404","","","Tentorium semisuberites","58HJ","NCT",79.4849556,8.19995505,"papillate",2013,2010
"2405","","","Geodia","58HJ","NCT",79.4849556,8.19995505,"massive",2013,2010
"2406","","","Tentorium semisuberites","58HJ","NCT",78.4452842166667,9.65503,"papillate",2013,2010
"2407","","","Stryphnus ponderosus","58HJ","NCT",78.4452842166667,9.65503,"massive",2013,2010
"2408","","","Thenea","58HJ","NCT",78.4452842166667,9.65503,"massive",2013,2010
"2409","","","Polymastia uberrima","58HJ","NCT",78.6940288833333,9.78120191666667,"papillate",2013,2010
"2410","","","Tentorium semisuberites","58HJ","NCT",78.7174471833333,9.03992148333333,"papillate",2013,2010
"2411","","","Stelletta","58HJ","NCT",78.8664016333333,8.52289438333333,"massive",2013,2010
"2412","","","Craniella","58HJ","NCT",78.8664016333333,8.52289438333333,"massive",2013,2010
"2413","","","Geodia barretti","58HJ","NCT",79.0896970833333,8.53383656666667,"massive",2013,2010
"2414","","","Thenea","58HJ","NCT",79.0896970833333,8.53383656666667,"massive",2013,2010
"2415","","","Tentorium semisuberites","58HJ","NCT",79.0896970833333,8.53383656666667,"papillate",2013,2010
"2416","","","Thenea","58HJ","NCT",79.0896970833333,8.53383656666667,"massive",2013,2010
"2417","","","Tentorium semisuberites","58HJ","NCT",79.0551810666667,10.9385935,"papillate",2013,2010
"2418","","","Geodia barretti","58HJ","NCT",80.6623347833333,15.8520157833333,"massive",2013,2010
"2419","","","Thenea","58HJ","NCT",80.6623347833333,15.8520157833333,"massive",2013,2010
"2420","","","Tentorium semisuberites","58HJ","NCT",80.9228322,17.7470396666667,"papillate",2013,2010
"2421","","","Geodia barretti","58HJ","NCT",80.9228322,17.7470396666667,"massive",2013,2010
"2422","","","Thenea","58HJ","NCT",80.9228322,17.7470396666667,"massive",2013,2010
"2423","","","Tentorium semisuberites","58HJ","NCT",80.9228322,17.7470396666667,"papillate",2013,2010
"2424","","","Geodia","58HJ","NCT",80.9228322,17.7470396666667,"massive",2013,2010
"2425","","","Polymastia hemisphaerica","58HJ","NCT",80.9228322,17.7470396666667,"papillate",2013,2010
"2426","","","Tentorium semisuberites","58HJ","NCT",80.7027465166667,19.4984434333333,"papillate",2013,2010
"2427","","","Craniella","58HJ","NCT",80.7027465166667,19.4984434333333,"massive",2013,2010
"2428","","","Geodia barretti","58HJ","NCT",80.7027465166667,19.4984434333333,"massive",2013,2010
"2429","","","Geodia macandrewii","58HJ","NCT",80.7027465166667,19.4984434333333,"massive",2013,2010
"2430","","","Thenea","58HJ","NCT",80.7027465166667,19.4984434333333,"massive",2013,2010
"2431","","","Craniella","58HJ","NCT",81.2584164666667,20.4033883333333,"massive",2013,2010
"2432","","","Geodia barretti","58HJ","NCT",81.1547039,20.5204653166667,"massive",2013,2010
"2433","","","Thenea","58HJ","NCT",81.2665670333333,27.2350500333333,"massive",2013,2010
"2434","","","Geodia barretti","58HJ","NCT",81.2665670333333,27.2350500333333,"massive",2013,2010
"2435","","","Polymastia grimaldii","58HJ","NCT",81.35530795,29.96049,"papillate",2013,2010
"2436","","","Craniella","58HJ","NCT",81.35530795,29.96049,"massive",2013,2010
"2437","","","Craniella","58HJ","NCT",78.0786087333333,9.87630533333333,"massive",2013,2010
"2438","","","Geodia barretti","58HJ","NCT",78.06154055,9.42303755,"massive",2013,2010
"2439","","","Geodia barretti","58HJ","NCT",78.2682445833333,9.6724926,"massive",2013,2010
"2440","","","Thenea","58HJ","NCT",78.2682445833333,9.6724926,"massive",2013,2010
"2441","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2442","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2443","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2444","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2445","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2446","","","Axinella rugosa","","SIROV",63.1891333333327,-17.9007083333333,"arborescent",2004,2000
"2447","","","Quasillina brevis","","SIROV",63.3190149999994,-16.7882366666667,"stipulate",2004,2000
"2448","","","Quasillina brevis","","SIROV",63.3190149999994,-16.7882366666667,"stipulate",2004,2000
"2449","","","Quasillina brevis","","SIROV",63.3190149999994,-16.7882366666667,"stipulate",2004,2000
"2450","","","Antho (Antho) dichotoma","","SIROV",63.3195366666661,-16.787915,"arborescent",2004,2000
"2451","","","Antho (Antho) dichotoma","","SIROV",63.3195366666661,-16.787915,"arborescent",2004,2000
"2452","","","Quasillina brevis","","SIROV",63.3205633333327,-16.7890066666667,"stipulate",2004,2000
"2453","","","Quasillina brevis","","SIROV",63.3205633333327,-16.7890066666667,"stipulate",2004,2000
"2454","","","Antho (Antho) dichotoma","","SIROV",63.3205633333327,-16.7890066666667,"arborescent",2004,2000
"2455","","","Antho (Antho) dichotoma","","SIROV",63.3205633333327,-16.7890066666667,"arborescent",2004,2000
"2456","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2457","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2458","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2459","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2460","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2461","","","Quasillina brevis","","SIROV",63.3954833333327,-16.0341166666667,"stipulate",2004,2000
"2462","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2463","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2464","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2465","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2466","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2467","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2468","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2469","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2470","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2471","","","Quasillina brevis","","SIROV",63.3954033333327,-16.0347216666666,"stipulate",2004,2000
"2472","","","Quasillina brevis","","SIROV",63.3954566666662,-16.0357433333333,"stipulate",2004,2000
"2473","","","Quasillina brevis","","SIROV",63.3954566666662,-16.0357433333333,"stipulate",2004,2000
"2474","","","Quasillina brevis","","SIROV",63.3954566666662,-16.0357433333333,"stipulate",2004,2000
"2475","","","Quasillina brevis","","SIROV",63.3954566666662,-16.0357433333333,"stipulate",2004,2000
"2476","","","Quasillina brevis","","SIROV",63.3943349999994,-16.0398633333333,"stipulate",2004,2000
"2477","","","Quasillina brevis","","SIROV",63.3943349999994,-16.0398633333333,"stipulate",2004,2000
"2478","","","Axinella rugosa","","SIROV",63.3965933333327,-16.0261216666667,"arborescent",2004,2000
"2479","","","Axinella rugosa","","SIROV",63.3965933333327,-16.0261216666667,"arborescent",2004,2000
"2480","","","Quasillina brevis","","SIROV",63.3964049999994,-16.0228583333333,"stipulate",2004,2000
"2481","","","Quasillina brevis","","SIROV",63.3964049999994,-16.0228583333333,"stipulate",2004,2000
"2482","","","Antho (Antho) dichotoma","","SIROV",63.3959766666661,-16.02469,"arborescent",2004,2000
"2483","","","Mycale (Mycale) lingua","","SIROV",63.3966616666661,-16.0261933333333,"massive",2004,2000
"2484","","","Mycale (Mycale) lingua","","SIROV",63.3966616666661,-16.0261933333333,"massive",2004,2000
"2485","","","Mycale (Mycale) lingua","","SIROV",63.3966616666661,-16.0261933333333,"massive",2004,2000
"2486","","","Antho (Antho) dichotoma","","SIROV",63.3959766666661,-16.02469,"arborescent",2004,2000
"2487","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2488","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2489","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2490","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2491","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2492","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2493","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2494","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2495","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2496","","","Quasillina brevis","","SIROV",63.3949049999994,-16.0204616666667,"stipulate",2004,2000
"2497","","","Quasillina brevis","","SIROV",63.3941083333327,-16.021335,"stipulate",2004,2000
"2498","","","Quasillina brevis","","SIROV",63.3941083333327,-16.021335,"stipulate",2004,2000
"2499","","","Quasillina brevis","","SIROV",63.3941083333327,-16.021335,"stipulate",2004,2000
"2500","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2501","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2502","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2503","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2504","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2505","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2506","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2507","","","Axinella rugosa","","SIROV",63.4039033333327,-15.98581,"arborescent",2004,2000
"2508","","","Antho (Antho) dichotoma","","SIROV",63.4057533333327,-15.97839,"arborescent",2004,2000
"2509","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2510","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2511","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2512","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2513","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2514","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2515","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2516","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2517","","","Mycale (Mycale) lingua","","SIROV",63.6122899999995,-14.6211133333333,"massive",2004,2000
"2518","","","Mycale (Mycale) lingua","","SIROV",63.6121966666662,-14.6212766666667,"massive",2004,2000
"2519","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2520","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2521","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2522","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2523","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2524","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2525","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2526","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2527","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2528","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2529","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2530","","","Mycale (Mycale) lingua","","SIROV",63.6123283333328,-14.6215783333333,"massive",2004,2000
"2531","","","Mycale (Mycale) lingua","","SIROV",63.6122566666662,-14.62166,"massive",2004,2000
"2532","","","Mycale (Mycale) lingua","","SIROV",63.6122566666662,-14.62166,"massive",2004,2000
"2533","","","Mycale (Mycale) lingua","","SIROV",63.6122566666662,-14.62166,"massive",2004,2000
"2534","","","Mycale (Mycale) lingua","","SIROV",63.6122499999995,-14.6218366666666,"massive",2004,2000
"2535","","","Mycale (Mycale) lingua","","SIROV",63.6122499999995,-14.6218366666666,"massive",2004,2000
"2536","","","Mycale (Mycale) lingua","","SIROV",63.6122499999995,-14.6218366666666,"massive",2004,2000
"2537","","","Mycale (Mycale) lingua","","SIROV",63.6122499999995,-14.6218366666666,"massive",2004,2000
"2538","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2539","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2540","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2541","","","Antho (Antho) dichotoma","","SIROV",63.6124566666662,-14.6224883333333,"arborescent",2004,2000
"2542","","","Antho (Antho) dichotoma","","SIROV",63.6124566666662,-14.6224883333333,"arborescent",2004,2000
"2543","","","Antho (Antho) dichotoma","","SIROV",63.6124566666662,-14.6224883333333,"arborescent",2004,2000
"2544","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2545","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2546","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2547","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2548","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2549","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2550","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2551","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2552","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2553","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2554","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2555","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2556","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2557","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2558","","","Mycale (Mycale) lingua","","SIROV",63.6124566666662,-14.6224883333333,"massive",2004,2000
"2559","","","Mycale (Mycale) lingua","","SIROV",63.6126533333328,-14.622365,"massive",2004,2000
"2560","","","Mycale (Mycale) lingua","","SIROV",63.6126533333328,-14.622365,"massive",2004,2000
"2561","","","Mycale (Mycale) lingua","","SIROV",63.6125549999995,-14.6217783333333,"massive",2004,2000
"2562","","","Mycale (Mycale) lingua","","SIROV",63.6128866666662,-14.6224199999999,"massive",2004,2000
"2563","","","Mycale (Mycale) lingua","","SIROV",63.6128866666662,-14.6224199999999,"massive",2004,2000
"2564","","","Quasillina brevis","","SIROV",63.3061249999994,-16.86077,"stipulate",2004,2000
"2565","","","Quasillina brevis","","SIROV",63.3061249999994,-16.86077,"stipulate",2004,2000
"2566","","","Quasillina brevis","","SIROV",63.3061249999994,-16.86077,"stipulate",2004,2000
"2567","","","Antho (Antho) dichotoma","","SIROV",63.3061249999994,-16.86077,"arborescent",2004,2000
"2568","","","Antho (Antho) dichotoma","","SIROV",63.3061249999994,-16.86077,"arborescent",2004,2000
"2569","","","Antho (Antho) dichotoma","","SIROV",63.3061249999994,-16.86077,"arborescent",2004,2000
"2570","","","Mycale (Mycale) lingua","","SIROV",63.3047049999994,-16.8712233333333,"massive",2004,2000
"2571","","","Mycale (Mycale) lingua","","SIROV",63.3047049999994,-16.8712233333333,"massive",2004,2000
"2572","","","Mycale (Mycale) lingua","","SIROV",63.3047049999994,-16.8712233333333,"massive",2004,2000
"2573","","","Mycale (Mycale) lingua","","SIROV",63.3047049999994,-16.8712233333333,"massive",2004,2000
"2574","","","Mycale (Mycale) lingua","","SIROV",63.1101649999994,-17.495382,"massive",2004,2000
"2575","","","Mycale (Mycale) lingua","","SIROV",63.1101649999994,-17.495382,"massive",2004,2000
"2576","","","Mycale (Mycale) lingua","","SIROV",63.1101649999994,-17.495382,"massive",2004,2000
"2577","","","Mycale (Mycale) lingua","","SIROV",63.1101939999994,-17.495635,"massive",2004,2000
"2578","","","Mycale (Mycale) lingua","","SIROV",63.1101939999994,-17.495635,"massive",2004,2000
"2579","","","Mycale (Mycale) lingua","","SIROV",63.1837666666661,-17.8330416666667,"massive",2004,2000
"2580","","","Mycale (Mycale) lingua","","SIROV",63.1837666666661,-17.8330416666667,"massive",2004,2000
"2581","","","Mycale (Mycale) lingua","","SIROV",63.1837666666661,-17.8330416666667,"massive",2004,2000
"2582","","","Mycale (Mycale) lingua","","SIROV",63.1833733333327,-17.830935,"massive",2004,2000
"2583","","","Mycale (Mycale) lingua","","SIROV",63.1833733333327,-17.830935,"massive",2004,2000
"2584","","","Quasillina brevis","","SIROV",63.0299783333327,-24.76029,"stipulate",2004,2000
"2585","","","Quasillina brevis","","SIROV",63.0299316666661,-24.7600383333333,"stipulate",2004,2000
"2586","","","Quasillina brevis","","SIROV",63.0299333333327,-24.759745,"stipulate",2004,2000
"2587","","","Quasillina brevis","","SIROV",63.0299333333327,-24.759745,"stipulate",2004,2000
"2588","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2589","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2590","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2591","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2592","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2593","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2594","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2595","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2596","","","Mycale (Mycale) lingua","","SIROV",63.0299449999994,-24.7573933333333,"massive",2004,2000
"2597","","","Mycale (Mycale) lingua","","SIROV",63.0315899999994,-24.7604666666667,"massive",2004,2000
"2598","","","Mycale (Mycale) lingua","","SIROV",63.0315899999994,-24.7604666666667,"massive",2004,2000
"2599","","","Quasillina brevis","","SIROV",63.0315899999994,-24.7604666666667,"stipulate",2004,2000
"2600","","","Quasillina brevis","","SIROV",63.0315899999994,-24.7604666666667,"stipulate",2004,2000
"2601","","","Suberites pagurorum","748S","BOT",56.7780002,-9.055496543,"massive",2019,2010
"2602","","","Geodia atlantica","748S","BOT",55.2085011,-10.31100983,"massive",2019,2010
"2603","","","Phakellia ventilabrum","748S","BOT",56.24750042,-9.196506314,"flabellate",2019,2010
"2604","","","Phakellia","748S","BOT",56.24750042,-9.196506314,"flabellate",2019,2010
"2605","","","Tentorium semisuberites","748S","BOT",60.15950123,-5.160005741,"papillate",2019,2010
"2606","","","Thenea","748S","BOT",60.15950123,-5.160005741,"massive",2019,2010
"2607","","","Axinella infundibuliformis","45CE","GOV",54.5945007289633,-10.5945003413565,"caliculate",2019,2010
"2608","","","Axinella infundibuliformis","45CE","GOV",56.0055003481706,-9.21650037963865,"caliculate",2019,2010
"2609","","","Phakellia ventilabrum","45CE","GOV",53.1300002727308,-12.3215004694883,"flabellate",2019,2010
"2610","","","Suberites","45CE","GOV",53.0924999825657,-11.950500160585,"massive",2019,2010
"2611","","","Suberites","45CE","GOV",50.5469994844943,-10.9260003243343,"massive",2019,2010
"2612","","","Mycale (Mycale) lingua","58J3","NCT",75.8420275,25.522955,"massive",2019,2010
"2613","","","Mycale (Mycale) lingua","58J3","NCT",75.2874633333333,34.96388,"massive",2019,2010
"2614","","","Polymastia grimaldii","58J3","NCT",75.3287058333333,32.685715,"papillate",2019,2010
"2615","","","Polymastia grimaldii","58J3","NCT",75.3399158333333,30.215935,"papillate",2019,2010
"2616","","","Polymastia grimaldii","58J3","NCT",75.3033575,28.1754925,"papillate",2019,2010
"2617","","","Polymastia grimaldii","58J3","NCT",75.2783791666667,25.7071708333333,"papillate",2019,2010
"2618","","","Polymastia grimaldii","58J3","NCT",74.3220091666667,17.2515491666667,"papillate",2019,2010
"2619","","","Mycale (Mycale) lingua","58J3","NCT",74.5340758333333,21.6302216666667,"massive",2019,2010
"2620","","","Mycale (Mycale) lingua","58J3","NCT",74.6975016666667,26.0877383333333,"massive",2019,2010
"2621","","","Polymastia grimaldii","58J3","NCT",74.6975016666667,26.0877383333333,"papillate",2019,2010
"2622","","","Mycale (Mycale) lingua","58J3","NCT",74.0983041666667,26.1362508333333,"massive",2019,2010
"2623","","","Phakellia","58J3","NCT",74.0983041666667,26.1362508333333,"flabellate",2019,2010
"2624","","","Polymastia grimaldii","58J3","NCT",74.0983041666667,26.1362508333333,"papillate",2019,2010
